02,74122490255,730550591547,730550658979
02,74649458356,729730120222,729730172363
01,78661607195,729074993087,729075058907
01,75551242547,729237074650,729237157148
01,79902333440,730813465650,730813543746
02,70778196241,730142012528,730142052800
01,76235732534,729712599595,729712665236
02,72618837919,730113914197,730114000493
01,79742623386,730281706192,730281783813
01,73780661272,728683837877,728683889196
02,76800690736,730150732412,730150797075
01,79722117545,729245142600,729245206797
02,78743332690,730081115698,730081184740
02,74106789231,729615725852,729615807592
02,71196192046,730834457944,730834530458
01,70999239597,728857436897,728857493987
02,78661607195,730423166480,730423242541
01,73171032927,730967914117,730967988573
01,79060728158,729177807580,729177862387
01,71818705309,729796501792,729796580918
02,79902333440,731057511764,731057586702
01,71979248938,731136989502,731137045859
02,78371711341,730633711245,730633764413
02,70999239597,730228826748,730228896173
02,79902333440,730599124479,730599195550
01,79902333440,729277162243,729277226265
02,77277412863,730053286164,730053342410
02,78729295716,729708359984,729708417106
02,78729295716,730853545530,730853592034
02,77885288153,730759489438,730759575159
02,71979248938,729124032117,729124082656
01,71818705309,730896272017,730896329596
02,71523577650,729829507249,729829583459
02,74649458356,729554838399,729554905735
01,73831682464,731101659085,731101732656
02,77277412863,729349699730,729349762175
01,74649458356,730244026552,730244070838
02,78309943269,730807211761,730807293845
01,74122490255,730107910876,730107985994
01,78309943269,730482035789,730482106859
02,78103144553,729316877937,729316956236
01,75707237854,730468948754,730469008866
02,77397375740,730677186672,730677269112
01,78309943269,730087345474,730087399372
01,74912750666,729064999288,729065055536
02,71979248938,729295113233,729295168491
01,78729295716,730040740186,730040792859
01,73171032927,729958617194,729958676401
02,72161054167,729305425904,729305501296
01,78309943269,729252605845,729252685142
01,74902481387,730960902546,730960958506
01,73171032927,729918187016,729918244052
02,74122490255,728971055016,728971133063
02,74106789231,730014170069,730014237612
02,70778196241,730507547310,730507619406
02,78103144553,730888021186,730888072113
01,77277412863,729412179491,729412264464
02,70999239597,730323141969,730323205557
02,79722117545,730771788053,730771871642
01,76800690736,728799876846,728799944172
02,73549621069,730255566683,730255625888
02,75176459784,728539827383,728539888852
02,70829623137,729457808645,729457862892
01,70778196241,729279258508,729279333829
02,78103144553,730018436413,730018503169
01,74912750666,729443902853,729443979813
02,73831682464,729115725766,729115800261
01,71815259064,728965804672,728965873407
02,77885288153,730868573798,730868654674
02,70829623137,729486576751,729486641633
02,71196192046,729542729756,729542794958
01,72618837919,730232813378,730232868731
01,70036753924,729823760761,729823839954
02,70999239597,730725287616,730725342737
01,76678979598,730509408786,730509468473
01,74122490255,729598574597,729598648687
01,74106789231,730083362009,730083421487
01,71979248938,729618682080,729618762628
01,71523577650,729410953859,729411015253
01,73171032927,729799494637,729799557107
01,70778196241,729800982841,729801042833
01,71523577650,729654488561,729654549212
01,70999239597,729499671681,729499745338
02,70662681253,728959774378,728959846380
02,74649458356,728789617308,728789687996
