02,72816239088,352206945784,352207002451
01,72010276439,352020476725,352020540591
01,75461263651,350007792380,350007853682
01,79251694480,349850042385,349850109424
01,73902704414,352208669155,352208730919
02,73357334914,349966274401,349966344556
02,75125383064,352300078409,352300140861
02,74060523103,352064439983,352064509013
01,72415022583,351462273422,351462352084
01,77055491216,352339901454,352339954954
01,79057785978,350285631126,350285687788
02,76024909867,350811069764,350811131376
02,72433723849,351935308077,351935361943
02,78435614275,350019654253,350019707975
02,79038358599,351610100637,351610160719
02,72912590341,350554191865,350554261087
01,77812594022,350346635535,350346717950
02,73177270812,352006231318,352006302494
01,79173333158,351773503133,351773586000
01,78435614275,350797788213,350797857914
01,75979226137,351203886304,351203950208
01,74060523103,350275251530,350275328500
02,71802730703,349934035472,349934096805
01,70760014394,349924001679,349924075157
01,79603290786,350650020541,350650085406
01,71414267421,351039734016,351039797549
02,72010276439,351891204313,351891257936
01,77055491216,351178206011,351178265778
02,73364056802,351271241629,351271299929
01,75223805077,351351827235,351351878281
02,73834836658,351169229567,351169293097
01,72415022583,351301701319,351301760226
02,75393794231,352250122736,352250187673
01,75708242708,349906065321,349906142830
01,75223805077,352162713359,352162771786
02,77135085626,349873975292,349874059928
02,76024909867,350437993783,350438063443
02,74990234921,350205396946,350205460852
01,75825387319,351017978788,351018059876
02,78176367070,351278574810,351278639279
02,72739931583,350402074203,350402151420
02,70210694688,351749933841,351750020513
02,73357334914,349870480124,349870555869
02,72816239088,351385207211,351385274919
02,79173333158,350976424824,350976500258
02,72588692755,351975436949,351975526598
02,79542942984,351233202351,351233265409
01,75708242708,351384714486,351384799967
01,71603089512,351447318186,351447395440
01,78484289695,351137867558,351137951557
02,72739931583,351586236045,351586313805
01,74122230721,350441434326,350441486886
02,75825387319,352279506750,352279575112
02,71316159259,352296221899,352296296007
01,76420488890,350266933844,350267002105
02,78618721995,351206136880,351206193501
01,75979226137,349893749176,349893818182
01,79497729305,351491948866,351492016832
01,73834836658,350651472178,350651542396
02,78176367070,350082568345,350082636893
02,72288017175,351249428449,351249505524
01,78618721995,350586621168,350586688390
01,71316159259,352046246249,352046319138
02,77388446629,350885820209,350885895436
01,78231053965,351810081539,351810151054
02,71414267421,351483906943,351483977707
01,79057785978,349915178961,349915237025
02,72415022583,350103799429,350103866197
01,75047325708,351519053892,351519106019
02,75223805077,351803554410,351803636171
01,79526615710,349924050342,349924107861
01,78435614275,349858122062,349858207233
02,72816239088,349924803614,349924873512
01,77029075037,350454911428,350454981755
02,79497729305,350416048538,350416106653
02,74231160282,350511171141,350511227772
02,74081869316,352356969521,352357045682
02,73428527295,351385532457,351385579657
02,76666570259,352068826533,352068905665
01,74060523103,351760512119,351760589088
02,71782230095,350930036567,350930125321
